Stock,Stock ID,MAE,MSE,RMSE,Directional Accuracy,Best Epoch
AAPL,1,6.4040996224104525,59.95539294559071,7.74308678406685,49.700598802395206,10
GOOGL,4,3.5849384147963836,20.342300935249757,4.510243999524833,51.69660678642715,14
MSFT,5,32.455010693944146,1605.2721848339074,40.065848110752725,50.29940119760479,7
AMZN,6,6.33456684348588,70.33379736250723,8.386524748816235,52.09580838323353,8
